"Mix_ProductID","Mix_ProductName","Mix_ProductDescription","Mix_ProductFunctionDes","Mix_skillLv","Mix_LiveSkllID","Mix_LiveSkllLV","Mix_ProductType","Mix_Quality","Mix_Materials01_Switch","Mix_Materials01","Mix_NumOfMaterials01","Mix_Materials02_Switch","Mix_Materials02","Mix_NumOfMaterials02","Mix_Materials03_Switch","Mix_Materials03","Mix_NumOfMaterials03","Mix_Materials04_Switch","Mix_Materials04","Mix_NumOfMaterials04","Mix_Materials05_Switch","Mix_Materials05","Mix_NumOfMaterials05","Mix_Materials06_Switch","Mix_Materials06","Mix_NumOfMaterials06","Mix_Materials07_Switch","Mix_Materials07","Mix_NumOfMaterials07","Mix_Materials08_Switch","Mix_Materials08","Mix_NumOfMaterials08","Mix_Output01","Mix_Output01_Number","Mix_Output02","Mix_Output02_Number","Mix_Output03","Mix_Output03_Number","Mix_Output04","Mix_Output04_Number","Mix_Output05","Mix_Output05_Number","Mix_Output06_EpicWeapon01","Mix_Output06_Number","Mix_Output07_EpicWeapon02","Mix_Output07_Number","Mix_Addon01","Mix_Addon02","Mix_Addon03","Mix_Addon04","Mix_Addon05","Mix_Addon06","Mix_Addon07","Mix_Addon08","Mix_Addon09","Mix_Addon10","Mix_Addon_Base","Mix_ConsumeTime","Mix_LUA","Mix_ConsumeType01","Mix_ConsumeAmount01","Mix_ConsumeType02","Mix_ConsumeAmount02","Mix_ConsumeType03","Mix_ConsumeAmount03","Mix_ConsumeType04","Mix_ConsumeAmount04"
"1","踏雪无痕(90级男)","包蓄地之灵气，穿之幻影如风，踏雪无痕","装备后增加防御等人物属性。","90","0","0","112","0","1","60115","1","1","20754","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90227","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","90000","0","0","0","0","0","0"
"2","平步青云(100级男)","寻常仙界之物，穿上此靴可平步青云，借风云飞腾。","装备后增加防御等人物属性。","100","0","0","112","0","1","60116","1","1","20755","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90228","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","100000","0","0","0","0","0","0"
"3","追云逐电(110级男)","相传为雷公电母经过千万年炼化而成，穿上后可以追逐云电，日行万里。","装备后增加防御等人物属性。","110","0","0","112","0","1","60117","1","1","20756","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90229","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","110000","0","0","0","0","0","0"
"4","乾坤天罡履(120级男)","相传为太上老君所穿。乃天地之气编织而成。","装备后增加防御等人物属性。","120","0","0","112","0","1","60118","1","1","20757","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90230","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","120000","0","0","0","0","0","0"
"5","七星逐月靴(130级男)","天罡星所穿之靴。穿之及疾如风，三界之地任我遨游。","装备后增加防御等人物属性。","130","0","0","112","0","1","60119","1","1","20758","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90231","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","130000","0","0","0","0","0","0"
"6","碧霞流云履(140级男)","相传天界神匠以五彩天霞为材料，缝制而成的靴子。","装备后增加防御等人物属性。","140","0","0","112","0","1","60120","1","1","20759","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90232","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","140000","0","0","0","0","0","0"
"7","金丝逐日履(150级男)","相传神匠为纪念夸父特造此靴。穿上可追逐太阳，风云皆抛于脑后。","装备后增加防御等人物属性。","150","0","0","112","0","1","60121","1","1","20760","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90233","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","150000","0","0","0","0","0","0"
"8","白玉龙冠(90级男)","高贵雅致的冠帽，镶有上等白玉精雕之飞龙图","装备后增加防御等人物属性。","90","0","0","110","0","1","60083","1","1","20754","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90192","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","90000","0","0","0","0","0","0"
"9","水晶夔帽(100级男)","其状如牛,苍色无角,一足能走,出入水即风雨,目光如日月,其声如雷,名曰夔。黄帝杀之,取皮以冒鼓,声闻五百里。”相传远古奇兽夔牛皮最终为一能工巧匠所得，辅以水晶玉石经上经千锤百炼雕琢编制而成一件冠帽。据传此帽拥有奇兽的庇佑，千年不坏。","装备后增加防御等人物属性。","100","0","0","110","0","1","60084","1","1","20755","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90193","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","100000","0","0","0","0","0","0"
"10","翡翠曜冠(110级男)","相传为三清之一灵宝天尊佩戴过的帽冠。七颗翡翠分别代表“日、月、火、水、金、木、土”环绕在玉石宝珠上。","装备后增加防御等人物属性。","110","0","0","110","0","1","60085","1","1","20756","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90194","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","110000","0","0","0","0","0","0"
"11","金丝黑玉冠(120级男)","远古盘古开天辟地，混沌初开时凝结而成的玉石雕琢而成的冠帽，充满着神奇的灵气。","装备后增加防御等人物属性。","120","0","0","110","0","1","60086","1","1","20757","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90195","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","120000","0","0","0","0","0","0"
"12","白玉琉璃冠(130级男)","太上老君曾佩戴过的冠帽，用仙界白玉与琉璃珠辅以天丝编织而成。","装备后增加防御等人物属性。","130","0","0","110","0","1","60087","1","1","20758","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90196","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","130000","0","0","0","0","0","0"
