"Mix_ProductID","Mix_ProductName","Mix_ProductDescription","Mix_ProductFunctionDes","Mix_skillLv","Mix_LiveSkllID","Mix_LiveSkllLV","Mix_ProductType","Mix_Quality","Mix_Materials01_Switch","Mix_Materials01","Mix_NumOfMaterials01","Mix_Materials02_Switch","Mix_Materials02","Mix_NumOfMaterials02","Mix_Materials03_Switch","Mix_Materials03","Mix_NumOfMaterials03","Mix_Materials04_Switch","Mix_Materials04","Mix_NumOfMaterials04","Mix_Materials05_Switch","Mix_Materials05","Mix_NumOfMaterials05","Mix_Materials06_Switch","Mix_Materials06","Mix_NumOfMaterials06","Mix_Materials07_Switch","Mix_Materials07","Mix_NumOfMaterials07","Mix_Materials08_Switch","Mix_Materials08","Mix_NumOfMaterials08","Mix_Output01","Mix_Output01_Number","Mix_Output02","Mix_Output02_Number","Mix_Output03","Mix_Output03_Number","Mix_Output04","Mix_Output04_Number","Mix_Output05","Mix_Output05_Number","Mix_Output06_EpicWeapon01","Mix_Output06_Number","Mix_Outpit07_EpicWeapon02","Mix_Output07_Number","Mix_Addon01","Mix_Addon02","Mix_Addon03","Mix_Addon04","Mix_Addon05","Mix_Addon06","Mix_Addon07","Mix_Addon08","Mix_Addon09","Mix_Addon10","Mix_Addon_Base","Mix_ConsumeTime","Mix_LUA","Mix_ConsumeType01","Mix_ConsumeAmount01","Mix_ConsumeType02","Mix_ConsumeAmount02","Mix_ConsumeType03","Mix_ConsumeAmount03","Mix_ConsumeType04","Mix_ConsumeAmount04"
"1","红缨枪(0级)","白腊木制成的枪杆,柔韧有弹性,是便宜实用的练习用枪。","装备后增加攻击和命中等人物属性。","0","0","0","100","0","1","20069","1","2","20245","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10110","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"2","曲尖枪(10级)","采用上等合木，枪尖九曲，是常用的兵器","装备后增加攻击和命中等人物属性。","10","0","0","100","0","1","20070","1","2","20246","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10112","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"3","锯齿矛(20级)","枪尖三陷三突，枪杆红绸缠绕，彩缨闪动令人眼花瞭乱","装备后增加攻击和命中等人物属性。","20","0","0","100","0","1","20071","1","2","20247","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10113","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"4","乌金三叉戟(30级)","玄铁长枪，头部以乌金打造，气势如虹","装备后增加攻击和命中等人物属性。","30","0","0","100","0","1","20072","1","2","20248","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10114","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"5","火焰枪(40级)","以火焰状的精铁代替枪缨，焰缘锋利无比","装备后增加攻击和命中等人物属性。","40","0","0","100","0","1","20073","1","2","20249","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10115","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"6","墨杆金钩(50级)","金铁杆，枪尖粗大且制有金色的粗大倒钩，威猛无比","装备后增加攻击和命中等人物属性。","50","0","0","100","0","1","20074","1","2","20250","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10116","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"7","玄铁矛(60级)","枪头玄铁制成，宽大沉重，可刺可砍，威势不可挡","装备后增加攻击和命中等人物属性。","60","0","0","100","0","1","20075","1","2","20251","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10117","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"8","金蛇信(70级)","神木制杆，弯曲似蛇形，金枪透甲，腥红双叉似金蛇出信","装备后增加攻击和命中等人物属性。","70","0","0","100","0","1","20076","1","2","20252","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10118","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"9","丈八点钢矛(80级)","通体百精纯钢，如天雷击落、蛟龙出海","装备后增加攻击和命中等人物属性。","80","0","0","100","0","1","20077","1","2","20253","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10119","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"10","暗夜(90级)","通体乌黑,极细的枪尖无形中直抵咽喉,如暗夜中引魂之手","装备后增加攻击和命中等人物属性。","90","0","0","100","0","1","20078","1","2","20254","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10120","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"11","暗夜(100级)","通体乌黑,极细的枪尖无形中直抵咽喉,如暗夜中引魂之手","装备后增加攻击和命中等人物属性。","100","0","0","100","0","1","20079","1","2","20255","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10121","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"12","暗夜(110级)","通体乌黑,极细的枪尖无形中直抵咽喉,如暗夜中引魂之手","装备后增加攻击和命中等人物属性。","110","0","0","100","0","1","20080","1","2","20256","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10122","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"13","梨花(90级)","锋刃五裂似梨花绽放,粉红的枪缨银白的枪,尽显潇洒风流","装备后增加攻击和命中等人物属性。","90","0","0","100","0","1","20078","1","2","20254","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10123","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"14","梨花(100级)","锋刃五裂似梨花绽放,粉红的枪缨银白的枪,尽显潇洒风流","装备后增加攻击和命中等人物属性。","100","0","0","100","0","1","20079","1","2","20255","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10124","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"15","梨花(110级)","锋刃五裂似梨花绽放,粉红的枪缨银白的枪,尽显潇洒风流","装备后增加攻击和命中等人物属性。","110","0","0","100","0","1","20080","1","2","20256","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10125","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"16","霹雳(90级)","以万古溶岩之火锤炼，枪杆似古树盘结，枪尖似雷霆霹雳","装备后增加攻击和命中等人物属性。","90","0","0","100","0","1","20078","1","2","20254","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10126","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"17","霹雳(100级)","以万古溶岩之火锤炼，枪杆似古树盘结，枪尖似雷霆霹雳","装备后增加攻击和命中等人物属性。","100","0","0","100","0","1","20079","1","2","20255","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10127","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"18","霹雳(110级)","以万古溶岩之火锤炼，枪杆似古树盘结，枪尖似雷霆霹雳","装备后增加攻击和命中等人物属性。","110","0","0","100","0","1","20080","1","2","20256","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10128","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"19","刑天之逆(120级)","刑天应劫而出，劫分天兵火水土，此即为其应兵劫之武器。形长两丈，刃如月牙，锋似寒星，身雕百龙蟠纹，挥舞直欲搅碎银汉，号为枪中霸君。","装备后增加攻击和命中等人物属性。","120","0","0","100","0","1","20081","1","2","20257","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10129","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"20","刑天之逆(130级)","刑天应劫而出，劫分天兵火水土，此即为其应兵劫之武器。形长两丈，刃如月牙，锋似寒星，身雕百龙蟠纹，挥舞直欲搅碎银汉，号为枪中霸君。","装备后增加攻击和命中等人物属性。","130","0","0","100","0","1","20082","1","2","20258","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10130","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
"21","刑天之逆(140级)","刑天应劫而出，劫分天兵火水土，此即为其应兵劫之武器。形长两丈，刃如月牙，锋似寒星，身雕百龙蟠纹，挥舞直欲搅碎银汉，号为枪中霸君。","装备后增加攻击和命中等人物属性。","140","0","0","100","0","1","20083","1","2","20259","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10131","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","3","0","3","50000","0","0","0","0","0","0"
