"Mix_ProductID","Mix_ProductName","Mix_ProductDescription","Mix_ProductFunctionDes","Mix_skillLv","Mix_LiveSkllID","Mix_LiveSkllLV","Mix_ProductType","Mix_Quality","Mix_Materials01_Switch","Mix_Materials01","Mix_NumOfMaterials01","Mix_Materials02_Switch","Mix_Materials02","Mix_NumOfMaterials02","Mix_Materials03_Switch","Mix_Materials03","Mix_NumOfMaterials03","Mix_Materials04_Switch","Mix_Materials04","Mix_NumOfMaterials04","Mix_Materials05_Switch","Mix_Materials05","Mix_NumOfMaterials05","Mix_Materials06_Switch","Mix_Materials06","Mix_NumOfMaterials06","Mix_Materials07_Switch","Mix_Materials07","Mix_NumOfMaterials07","Mix_Materials08_Switch","Mix_Materials08","Mix_NumOfMaterials08","Mix_Output01","Mix_Output01_Number","Mix_Output02","Mix_Output02_Number","Mix_Output03","Mix_Output03_Number","Mix_Output04","Mix_Output04_Number","Mix_Output05","Mix_Output05_Number","Mix_Output06_EpicWeapon01","Mix_Output06_Number","Mix_Outpit07_EpicWeapon02","Mix_Output07_Number","Mix_Addon01","Mix_Addon02","Mix_Addon03","Mix_Addon04","Mix_Addon05","Mix_Addon06","Mix_Addon07","Mix_Addon08","Mix_Addon09","Mix_Addon10","Mix_Addon_Base","Mix_ConsumeTime","Mix_LUA","Mix_ConsumeType01","Mix_ConsumeAmount01","Mix_ConsumeType02","Mix_ConsumeAmount02","Mix_ConsumeType03","Mix_ConsumeAmount03","Mix_ConsumeType04","Mix_ConsumeAmount04"
"1","暗夜(90级)","通体乌黑,极细的枪尖无形中直抵咽喉,如暗夜中引魂之手","装备后增加攻击和命中等人物属性。","90","0","0","100","0","1","20078","1","1","20754","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90000","1","91000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","50000","0","0","0","0","0","0"
"2","暗夜(100级)","通体乌黑,极细的枪尖无形中直抵咽喉,如暗夜中引魂之手","装备后增加攻击和命中等人物属性。","100","0","0","100","0","1","20079","1","1","20755","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90001","1","91001","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","50000","0","0","0","0","0","0"
"3","暗夜(110级)","通体乌黑,极细的枪尖无形中直抵咽喉,如暗夜中引魂之手","装备后增加攻击和命中等人物属性。","110","0","0","100","0","1","20080","1","1","20756","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90002","1","91002","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","50000","0","0","0","0","0","0"
"4","梨花(90级)","锋刃五裂似梨花绽放,粉红的枪缨银白的枪,尽显潇洒风流","装备后增加攻击和命中等人物属性。","90","0","0","100","0","1","20078","1","1","20754","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90003","1","91003","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","50000","0","0","0","0","0","0"
"5","梨花(100级)","锋刃五裂似梨花绽放,粉红的枪缨银白的枪,尽显潇洒风流","装备后增加攻击和命中等人物属性。","100","0","0","100","0","1","20079","1","1","20755","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90004","1","91004","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","50000","0","0","0","0","0","0"
"6","梨花(110级)","锋刃五裂似梨花绽放,粉红的枪缨银白的枪,尽显潇洒风流","装备后增加攻击和命中等人物属性。","110","0","0","100","0","1","20080","1","1","20756","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90005","1","91005","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","50000","0","0","0","0","0","0"
"7","霹雳(90级)","以万古溶岩之火锤炼，枪杆似古树盘结，枪尖似雷霆霹雳","装备后增加攻击和命中等人物属性。","90","0","0","100","0","1","20078","1","1","20754","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90006","1","91006","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","50000","0","0","0","0","0","0"
"8","霹雳(100级)","以万古溶岩之火锤炼，枪杆似古树盘结，枪尖似雷霆霹雳","装备后增加攻击和命中等人物属性。","100","0","0","100","0","1","20079","1","1","20755","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90007","1","91007","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","50000","0","0","0","0","0","0"
"9","霹雳(110级)","以万古溶岩之火锤炼，枪杆似古树盘结，枪尖似雷霆霹雳","装备后增加攻击和命中等人物属性。","110","0","0","100","0","1","20080","1","1","20756","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90008","1","91008","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","50000","0","0","0","0","0","0"
"10","刑天之逆(120级)","刑天应劫而出，劫分天兵火水土，此即为其应兵劫之武器。形长两丈，刃如月牙，锋似寒星，身雕百龙蟠纹，挥舞直欲搅碎银汉，号为枪中霸君。","装备后增加攻击和命中等人物属性。","120","0","0","100","0","1","20081","1","1","20757","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90009","1","91009","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","50000","0","0","0","0","0","0"
"11","刑天之逆(130级)","刑天应劫而出，劫分天兵火水土，此即为其应兵劫之武器。形长两丈，刃如月牙，锋似寒星，身雕百龙蟠纹，挥舞直欲搅碎银汉，号为枪中霸君。","装备后增加攻击和命中等人物属性。","130","0","0","100","0","1","20082","1","1","20758","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90010","1","91010","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","50000","0","0","0","0","0","0"
"12","刑天之逆(140级)","刑天应劫而出，劫分天兵火水土，此即为其应兵劫之武器。形长两丈，刃如月牙，锋似寒星，身雕百龙蟠纹，挥舞直欲搅碎银汉，号为枪中霸君。","装备后增加攻击和命中等人物属性。","140","0","0","100","0","1","20083","1","1","20759","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90011","1","91011","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","50000","0","0","0","0","0","0"
