"Mix_ProductID","Mix_ProductName","Mix_ProductDescription","Mix_ProductFunctionDes","Mix_skillLv","Mix_LiveSkllID","Mix_LiveSkllLV","Mix_ProductType","Mix_Quality","Mix_Materials01_Switch","Mix_Materials01","Mix_NumOfMaterials01","Mix_Materials02_Switch","Mix_Materials02","Mix_NumOfMaterials02","Mix_Materials03_Switch","Mix_Materials03","Mix_NumOfMaterials03","Mix_Materials04_Switch","Mix_Materials04","Mix_NumOfMaterials04","Mix_Materials05_Switch","Mix_Materials05","Mix_NumOfMaterials05","Mix_Materials06_Switch","Mix_Materials06","Mix_NumOfMaterials06","Mix_Materials07_Switch","Mix_Materials07","Mix_NumOfMaterials07","Mix_Materials08_Switch","Mix_Materials08","Mix_NumOfMaterials08","Mix_Output01","Mix_Output01_Number","Mix_Output02","Mix_Output02_Number","Mix_Output03","Mix_Output03_Number","Mix_Output04","Mix_Output04_Number","Mix_Output05","Mix_Output05_Number","Mix_Output06_EpicWeapon01","Mix_Output06_Number","Mix_Output07_EpicWeapon02","Mix_Output07_Number","Mix_Addon01","Mix_Addon02","Mix_Addon03","Mix_Addon04","Mix_Addon05","Mix_Addon06","Mix_Addon07","Mix_Addon08","Mix_Addon09","Mix_Addon10","Mix_Addon_Base","Mix_ConsumeTime","Mix_LUA","Mix_ConsumeType01","Mix_ConsumeAmount01","Mix_ConsumeType02","Mix_ConsumeAmount02","Mix_ConsumeType03","Mix_ConsumeAmount03","Mix_ConsumeType04","Mix_ConsumeAmount04"
"1","青腰带(10级)","一条颜色青青的腰带，虽然简朴，倒也大方得体。","装备后增加内力和防御等人物属性。","10","0","0","113","0","1","41300","1","4","51580","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25041","1","25042","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","1000","1","10","0","0","0","0"
"2","黑带(20级)","黑色的腰带，穿着舒适。","装备后增加内力和防御等人物属性。","20","0","0","113","0","1","41301","1","4","51581","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25081","1","25082","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","2000","1","13","0","0","0","0"
"3","缎带(30级)","以绸缎制成的腰带，松紧正合适，颇为流行。","装备后增加内力和防御等人物属性。","30","0","0","113","0","1","41302","1","4","51582","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25121","1","25122","1","25123","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","3000","1","16","0","0","0","0"
"4","丝带(40级)","丝织的腰带，轻薄但结实。","装备后增加内力和防御等人物属性。","40","0","0","113","0","1","41303","1","4","51583","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25161","1","25162","1","25163","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","4000","1","19","0","0","0","0"
"5","绸带(50级)","以上等绸缎制成的腰带，裁剪做工都非常精良。","装备后增加内力和防御等人物属性。","50","0","0","113","0","1","41304","1","4","51584","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25201","1","25202","1","25203","1","25204","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","5000","1","22","0","0","0","0"
"6","锦缎带子(60级)","苏锦做成的腰带，上面绣着各种图案，漂亮华丽。","装备后增加内力和防御等人物属性。","60","0","0","113","0","1","41305","1","4","51585","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25241","1","25242","1","25243","1","25244","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","6000","1","25","0","0","0","0"
"7","金带(70级)","以名贵金丝织成的腰带，金光闪闪，高贵大方。","装备后增加内力和防御等人物属性。","70","0","0","113","0","1","41306","1","4","51586","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25281","1","25282","1","25283","1","25284","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","7000","1","28","0","0","0","0"
"8","玉带(80级)","无暇的狐皮腰带，镶着许多色泽丰润的美玉，妖艳华丽。","装备后增加内力和防御等人物属性。","80","0","0","113","0","1","41307","1","4","51587","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25321","1","25322","1","25323","1","25324","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","8000","1","31","0","0","0","0"
"9","紫金带(90级)","价值千金的紫金带，上嵌珠玉，有较强的防护作用。","装备后增加内力和防御等人物属性。","90","0","0","113","0","1","41308","1","4","51588","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25361","1","25362","1","25363","1","25364","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","9000","1","34","0","0","0","0"
"10","白玉带(100级)","一掌宽的白玉带，一尘不染，雪白亮丽，有较强的防护作用。","装备后增加内力和防御等人物属性。","100","0","0","113","0","1","41309","1","4","51589","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25401","1","25402","1","25403","1","25404","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","10000","1","37","0","0","0","0"
