"Mix_ProductID","Mix_ProductName","Mix_ProductDescription","Mix_ProductFunctionDes","Mix_skillLv","Mix_LiveSkllID","Mix_LiveSkllLV","Mix_ProductType","Mix_Quality","Mix_Materials01_Switch","Mix_Materials01","Mix_NumOfMaterials01","Mix_Materials02_Switch","Mix_Materials02","Mix_NumOfMaterials02","Mix_Materials03_Switch","Mix_Materials03","Mix_NumOfMaterials03","Mix_Materials04_Switch","Mix_Materials04","Mix_NumOfMaterials04","Mix_Materials05_Switch","Mix_Materials05","Mix_NumOfMaterials05","Mix_Materials06_Switch","Mix_Materials06","Mix_NumOfMaterials06","Mix_Materials07_Switch","Mix_Materials07","Mix_NumOfMaterials07","Mix_Materials08_Switch","Mix_Materials08","Mix_NumOfMaterials08","Mix_Output01","Mix_Output01_Number","Mix_Output02","Mix_Output02_Number","Mix_Output03","Mix_Output03_Number","Mix_Output04","Mix_Output04_Number","Mix_Output05","Mix_Output05_Number","Mix_Output06_EpicWeapon01","Mix_Output06_Number","Mix_Output07_EpicWeapon02","Mix_Output07_Number","Mix_Addon01","Mix_Addon02","Mix_Addon03","Mix_Addon04","Mix_Addon05","Mix_Addon06","Mix_Addon07","Mix_Addon08","Mix_Addon09","Mix_Addon10","Mix_Addon_Base","Mix_ConsumeTime","Mix_LUA","Mix_ConsumeType01","Mix_ConsumeAmount01","Mix_ConsumeType02","Mix_ConsumeAmount02","Mix_ConsumeType03","Mix_ConsumeAmount03","Mix_ConsumeType04","Mix_ConsumeAmount04"
"1","幻彩玉带(90级)","以集天界灵气之幻彩宝玉制成，有强大的护佑作用","装备后增加气血和防御等人物属性。","90","0","0","113","0","1","60034","1","1","20754","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90220","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","90000","0","0","0","0","0","0"
"2","珠翠玉环(100级)","集合千年地气生出的翡翠宝珠雕琢而成的腰带，有强大的庇佑作用。","装备后增加气血和防御等人物属性。","100","0","0","113","0","1","60035","1","1","20755","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90221","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","100000","0","0","0","0","0","0"
"3","金蟾含珠(110级)","相传“蟾”能口吐金钱为旺财之物。由金身蟾口含夜光珠再辅以金丝编织而成的腰带，世间少有，绝非人界之物。","装备后增加气血和防御等人物属性。","110","0","0","113","0","1","60036","1","1","20756","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90222","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","110000","0","0","0","0","0","0"
"4","乾坤紫玉带(120级)","千年紫玉雕琢而成的腰带，相传为道家失传的宝物，有极强的庇佑作用","装备后增加气血和防御等人物属性。","120","0","0","113","0","1","60037","1","1","20757","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90223","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","120000","0","0","0","0","0","0"
"5","琉璃寒玉带(130级)","天界银河之水经亿万年凝结而成的玉石制成的腰带，不为寻常仙物。","装备后增加气血和防御等人物属性。","130","0","0","113","0","1","60038","1","1","20758","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90224","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","130000","0","0","0","0","0","0"
"6","蝉翼鱼佩带(140级)","月宫桂树上的灵蝉身上的蝉翼以及金丝编织而成的腰带，所散发出来的灵气能抵御极强的伤害。","装备后增加气血和防御等人物属性。","140","0","0","113","0","1","60039","1","1","20759","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90225","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","140000","0","0","0","0","0","0"
"7","磐龙凤翔带(150级)","远古天神遗物，龙飞凤舞呈吉祥之态，佩戴起来能受到上古神兽的庇护。","装备后增加气血和防御等人物属性。","150","0","0","113","0","1","60040","1","1","20760","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90226","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","2","0","3","150000","0","0","0","0","0","0"
"8","七彩玲珑(90级)","串有七彩玲珑的珍珠，集海之灵气，给予佩戴者祥瑞祝福","装备后增加人物灵力。","90","0","0","114","0","1","60050","1","1","20754","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90234","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90000","2","0","3","1000","0","0","0","0","0","0"
"9","黄玉琉佩(100级)","女娲补天遗留下的神石雕琢而成，拥有神奇的灵力。","装备后增加人物灵力。","100","0","0","114","0","1","60051","1","1","20755","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90235","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","2","0","3","1000","0","0","0","0","0","0"
"10","鸾飞凤舞(110级)","仙界仙女们常佩之物。呈祥瑞和平之气，定能给佩戴者带来好运。","装备后增加人物灵力。","110","0","0","114","0","1","60052","1","1","20756","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90236","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110000","2","0","3","1000","0","0","0","0","0","0"
"11","衔珠金凤佩(120级)","相传曾为嫦娥仙子佩戴之物。此物寓示着美好的追求与向往。","装备后增加人物灵力。","120","0","0","114","0","1","60053","1","1","20757","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90237","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120000","2","0","3","1000","0","0","0","0","0","0"
"12","七璜珠玉佩(130级)","以七个天珠以及天丝编制而成的坠子。集天地之灵气，能给予佩戴者吉祥如意。","装备后增加人物灵力。","130","0","0","114","0","1","60054","1","1","20758","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90238","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130000","2","0","3","1000","0","0","0","0","0","0"
"13","鎏金点翠佩(140级)","玉皇大帝平常佩戴之物，集合了仙界之力，给予佩戴者神奇的魔力。","装备后增加人物灵力。","140","0","0","114","0","1","60055","1","1","20759","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90239","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140000","2","0","3","1000","0","0","0","0","0","0"
