"Mix_ProductID","Mix_ProductName","Mix_ProductDescription","Mix_ProductFunctionDes","Mix_skillLv","Mix_LiveSkllID","Mix_LiveSkllLV","Mix_ProductType","Mix_Quality","Mix_Materials01_Switch","Mix_Materials01","Mix_NumOfMaterials01","Mix_Materials02_Switch","Mix_Materials02","Mix_NumOfMaterials02","Mix_Materials03_Switch","Mix_Materials03","Mix_NumOfMaterials03","Mix_Materials04_Switch","Mix_Materials04","Mix_NumOfMaterials04","Mix_Materials05_Switch","Mix_Materials05","Mix_NumOfMaterials05","Mix_Materials06_Switch","Mix_Materials06","Mix_NumOfMaterials06","Mix_Materials07_Switch","Mix_Materials07","Mix_NumOfMaterials07","Mix_Materials08_Switch","Mix_Materials08","Mix_NumOfMaterials08","Mix_Output01","Mix_Output01_Number","Mix_Output02","Mix_Output02_Number","Mix_Output03","Mix_Output03_Number","Mix_Output04","Mix_Output04_Number","Mix_Output05","Mix_Output05_Number","Mix_Output06_EpicWeapon01","Mix_Output06_Number","Mix_Output07_EpicWeapon02","Mix_Output07_Number","Mix_Addon01","Mix_Addon02","Mix_Addon03","Mix_Addon04","Mix_Addon05","Mix_Addon06","Mix_Addon07","Mix_Addon08","Mix_Addon09","Mix_Addon10","Mix_Addon_Base","Mix_ConsumeTime","Mix_LUA","Mix_ConsumeType01","Mix_ConsumeAmount01","Mix_ConsumeType02","Mix_ConsumeAmount02","Mix_ConsumeType03","Mix_ConsumeAmount03","Mix_ConsumeType04","Mix_ConsumeAmount04"
"1","薄绸衫(10级男)","薄薄的绸缎子衣衫，裁剪合身，穿着舒服。","装备后增加防御等人物属性。","10","0","0","111","0","1","41200","1","4","51560","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20041","1","20042","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","1000","1","10","0","0","0","0"
"2","蓝裁护衫(20级男)","用上等蓝丝布制成的护衫。","装备后增加防御等人物属性。","20","0","0","111","0","1","41201","1","4","51561","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20081","1","20082","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","2000","1","13","0","0","0","0"
"3","纺缎单衫(30级男)","用纺纱缎子做成的薄衫，非常舒适透气。","装备后增加防御等人物属性。","30","0","0","111","0","1","41202","1","4","51562","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20121","1","20122","1","20123","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","3000","1","16","0","0","0","0"
"4","虎纹短衫(40级男)","布料上绣着虎纹的褐黄色短衫，将男人的阳刚之气表现到极致。","装备后增加防御等人物属性。","40","0","0","111","0","1","41203","1","4","51563","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20161","1","20162","1","20163","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","4000","1","19","0","0","0","0"
"5","绣花紧身衣(50级男)","金花绣边的贴身装束，穿上后行动仍然十分灵活。","装备后增加防御等人物属性。","50","0","0","111","0","1","41204","1","4","51564","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20201","1","20202","1","20203","1","20204","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","5000","1","22","0","0","0","0"
"6","纯丝长袍(60级男)","以纯丝制成的长袍，穿着舒服，价格不菲。","装备后增加防御等人物属性。","60","0","0","111","0","1","41205","1","4","51565","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20241","1","20242","1","20243","1","20244","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","6000","1","25","0","0","0","0"
"7","紫缎长袍(70级男)","以上等紫色绸缎制成的长袍，雍容大方，气派非凡。","装备后增加防御等人物属性。","70","0","0","111","0","1","41206","1","4","51566","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20281","1","20282","1","20283","1","20284","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","7000","1","28","0","0","0","0"
"8","七色长袍(80级男)","金光灿烂，亮得就仿佛是天上彩虹，光彩夺目，非常显眼。","装备后增加防御等人物属性。","80","0","0","111","0","1","41207","1","4","51567","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20321","1","20322","1","20323","1","20324","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","8000","1","31","0","0","0","0"
"9","飞禽彩袍(90级男)","五色彩袍上绣满了各式各样的飞禽，栩栩如生。","装备后增加防御等人物属性。","90","0","0","111","0","1","41208","1","4","51568","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20361","1","20362","1","20363","1","20364","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","9000","1","34","0","0","0","0"
"10","锦底滚花袍(100级男)","一件刻丝万字的锦底滚花袍，气派十足，防护作用不错。","装备后增加防御等人物属性。","100","0","0","111","0","1","41209","1","4","51569","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20401","1","20402","1","20403","1","20404","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","10","0","3","10000","1","37","0","0","0","0"
